x,predicted,std.error,conf.low,conf.high,group
0,15.106442524060702,0.3773799275367399,14.366791457600357,15.846093590521047,Survey 2
0,11.237356965710768,0.4046829513406272,10.444192955925764,12.030520975495772,Survey 3
1-5,16.769508823501635,0.36570578365157547,16.05273865860655,17.48627898839672,Survey 2
1-5,13.08300266227441,0.3721457764318059,12.353610343469375,13.812394981079445,Survey 3
6-10,18.27197140092002,0.6241760351005395,17.048608852109954,19.495333949730085,Survey 2
6-10,14.838652764766579,0.556023784444267,13.748866172708153,15.928439356825004,Survey 3
11-15,18.604948177646957,1.0263545014352407,16.593330319463323,20.61656603583059,Survey 2
11-15,14.77073760551321,0.8097182885614825,13.183718922309293,16.357756288717127,Survey 3
16-20,18.752367715728738,1.6257239487530268,15.566007327368565,21.93872810408891,Survey 2
16-20,18.14944452023954,1.0957727260142918,16.001769442010254,20.29711959846883,Survey 3
21-25,19.207928392860246,4.623257486149706,10.146510228751637,28.269346556968856,Survey 2
21-25,19.05991338362572,1.5279882950786665,16.065111356472773,22.054715410778666,Survey 3
26-30,25.095338368326196,3.505916039583057,18.223869197922106,31.966807538730286,Survey 2
26-30,18.19493273592318,2.106618515824019,14.066036315742883,22.32382915610348,Survey 3
31-35,13.799266218321346,9.841312250921117,-5.489351354096851,33.08788379073954,Survey 2
31-35,22.22789278466447,4.673999607742275,13.06702188973527,31.388763679593666,Survey 3
> 36,22.691772451588633,3.067761912300481,16.67906959033597,28.704475312841296,Survey 2
> 36,20.88535828265851,2.051006090484951,16.865460213235707,24.90525635208131,Survey 3
