x,predicted,std.error,conf.low,conf.high,group
0,11.778006913746003,1.4063054162113553,9.021698946708137,14.53431488078387,Survey 2
0,10.453063535084919,1.4739875000416705,7.5641011213410145,13.342025948828823,Survey 3
1-5,14.884222455037035,0.6634288123540292,13.583925876516956,16.184519033557113,Survey 2
1-5,10.595851446883,0.7419564661455091,9.14164349514119,12.050059398624809,Survey 3
6-10,16.533551145052183,0.6355003188455629,15.28799340795116,17.779108882153206,Survey 2
6-10,12.13184378929683,0.7258182551040572,10.709266149971173,13.554421428622488,Survey 3
11-15,16.056200394690407,0.6644807784054942,14.753842000596498,17.358558788784315,Survey 2
11-15,12.053522709151316,0.7248749510266622,10.632793911843823,13.47425150645881,Survey 3
16-20,15.782867583539979,0.5838211596342173,14.638599137244503,16.927136029835452,Survey 2
16-20,13.107638872210675,0.6433096376321698,11.84677515154411,14.36850259287724,Survey 3
21-25,16.055497642908612,0.6589116719477911,14.76405449689787,17.346940788919355,Survey 2
21-25,12.284489756564561,0.7104059988909162,10.892119584337165,13.676859928791957,Survey 3
26-30,16.823636956378177,0.664815307676947,15.520622896960447,18.126651015795908,Survey 2
26-30,12.271706320789006,0.6698930062680031,10.958740155008456,13.584672486569556,Survey 3
31-35,18.569015820820304,1.0014485407933162,16.606212748495214,20.531818893145395,Survey 2
31-35,14.431286240903841,0.9216112666379572,12.624961350547105,16.23761113126058,Survey 3
> 36,17.376483393635407,0.40944701132146494,16.573981997867772,18.178984789403042,Survey 2
> 36,14.566614488783967,0.3699891095267034,13.841449159439584,15.29177981812835,Survey 3
