survey_chr,catvar_explicit_na,n,mean,min,Q10,Q25,Q50,Q75,Q90,max
Survey 1,Yes,1776,13.557995495495495,0,8,10,13,16,20,35
Survey 1,No,1171,13.959009393680615,2,8,10,13,17,21,35
Survey 1,(Missing),43,14.627906976744185,3,9,11,14,16.5,21,32
Survey 2,Yes,1760,13.145454545454545,0,7,9.75,13,16,20,34
Survey 2,No,1156,13.173875432525952,2,7,9,12,16,21,36
Survey 2,(Missing),61,14.19672131147541,6,8,10,14,17,20,28
Survey 3,Yes,1728,12.578125,0,6,9,12,16,20,36
Survey 3,No,1129,13.278122232063772,0,7,9,12,16,21,36
Survey 3,(Missing),60,14.05,4,7,10,14,17.25,21.1,32
