survey_chr,catvar_explicit_na,n,mean,min,Q10,Q25,Q50,Q75,Q90,max
Survey 1,Yes,2487,13.599115400080418,0,8,10,13,16.5,20,35
Survey 1,No,473,14.340380549682875,3,8,11,14,17,21,35
Survey 1,(Missing),30,15,7,8.9,12.25,15,18,21.1,24
Survey 2,Yes,2467,13.08633968382651,0,7,9,12,16,20,36
Survey 2,No,462,13.482683982683982,2,7,10,13,16,21,32
Survey 2,(Missing),48,14.958333333333334,7,8.7,11,14,18,23,28
Survey 3,Yes,2416,12.776490066225165,0,6,9,12,16,21,36
Survey 3,No,456,13.25438596491228,1,7,9,12,17,21,36
Survey 3,(Missing),45,14.6,4,8,10,14,18,21.6,32
