survey_chr,catvar_explicit_na,n,mean,min,Q10,Q25,Q50,Q75,Q90,max
Survey 2,Yes,2518,16.145750595710883,0,1,5,13,24,36.30000000000018,84
Survey 2,No,182,17.994505494505493,0,1,6,14.5,26.5,38.900000000000006,66
Survey 2,(Missing),32,21.90625,0,2,6,22,29.25,44.80000000000001,80
Survey 3,Yes,2525,12.947722772277228,0,0,2,9,19,33,80
Survey 3,No,181,14.762430939226519,0,0,2,8,23,38,67
Survey 3,(Missing),31,21.096774193548388,0,0,3.5,16,33,41,74
