survey_chr,catvar_explicit_na,n,mean,min,Q10,Q25,Q50,Q75,Q90,max
Survey 2,Yes,2260,16.10796460176991,0,1,5,13,24,36,84
Survey 2,No,434,17.161290322580644,0,1,5,14,24,38,78
Survey 2,(Missing),38,20.5,0,1.4000000000000004,4,21.5,27.75,43.60000000000001,80
Survey 3,Yes,2261,12.874391862007961,0,0,2,9,19,33,80
Survey 3,No,436,14.11697247706422,0,0,2,9,22,35.5,67
Survey 3,(Missing),40,18.875,0,0.9000000000000004,3,15,28.25,41,74
