survey_chr,catvar_explicit_na,n,mean,min,Q10,Q25,Q50,Q75,Q90,max
Survey 2,No,2324,14.484509466437178,0,1,4,11,21,32,84
Survey 2,Yes,371,27.078167115902964,0,8,15,24,37.5,50,80
Survey 2,(Missing),37,24.945945945945947,0,5,14,20,38,46.199999999999996,78
Survey 3,No,2392,11.273411371237458,0,0,2,7,16,29,80
Survey 3,Yes,285,26.989473684210527,0,7.400000000000002,13,25,37,54.60000000000002,76
Survey 3,(Missing),60,22.683333333333334,0,2.8000000000000007,9,19.5,37,44.300000000000004,72
