x,predicted,std.error,conf.low,conf.high,group
Yes,13.607815531065443,0.10689910313510377,13.398297138941007,13.817333923189878,Survey 1
Yes,13.097437353068104,0.10718228953916822,12.88736392579079,13.307510780345417,Survey 2
Yes,12.80127639545286,0.1079070427065213,12.589782478069852,13.012770312835867,Survey 3
No,14.328237446216638,0.2452389660451021,13.847577905162398,14.808896987270879,Survey 1
No,13.49950240601329,0.24709281014289367,13.015209397294425,13.983795414732155,Survey 2
No,13.302255037072758,0.24815683203558864,12.81587658376545,13.788633490380066,Survey 3
