x,predicted,std.error,conf.low,conf.high,group
Completely unprepared,16.851977716869296,0.45406905293738936,15.962018726617803,17.74193670712079,Survey 1
Completely unprepared,16.779690881968435,0.8902856586577356,15.034763055046753,18.524618708890117,Survey 2
Completely unprepared,15.821597706636258,0.7948547106960745,14.263711100729948,17.379484312542566,Survey 3
Somewhat unprepared,14.826232941353629,0.1659496962811831,14.50097751339715,15.151488369310108,Survey 1
Somewhat unprepared,14.97666804669903,0.2999315264145226,14.388813057098442,15.564523036299619,Survey 2
Somewhat unprepared,14.612408353625787,0.32479958984592655,13.97581285533439,15.249003851917184,Survey 3
Neither unprepared or prepared,14.13401545095247,0.24908888799100595,13.645810201540966,14.622220700363973,Survey 1
Neither unprepared or prepared,14.62785690281792,0.31361572172943875,14.013181383242683,15.242532422393156,Survey 2
Neither unprepared or prepared,15.351589864858482,0.35664682706605394,14.652574928608532,16.050604801108435,Survey 3
Somewhat prepared,13.274808297438009,0.12001233977403038,13.039588433780525,13.510028161095493,Survey 1
Somewhat prepared,13.343800511188597,0.11955302208757904,13.109480893654021,13.578120128723173,Survey 2
Somewhat prepared,13.31430291163948,0.12664258015893506,13.06608801561874,13.56251780766022,Survey 3
Very prepared,11.652497260186804,0.27911286807345476,11.105446091141154,12.199548429232454,Survey 1
Very prepared,12.069208394242713,0.15103890975056217,11.773177570867416,12.36523921761801,Survey 2
Very prepared,11.72761577771615,0.13887417340448135,11.455427399460596,11.999804155971702,Survey 3
