x,predicted,std.error,conf.low,conf.high,group
Yes,13.56093643856032,0.1264096091533551,13.31317815731996,13.80869471980068,Survey 1
Yes,13.144482730443904,0.12678800693825062,12.895982803173318,13.39298265771449,Survey 2
Yes,12.608546593700487,0.12754701764382376,12.358559032783097,12.858534154617876,Survey 3
No,13.970394607217616,0.1560455688642749,13.664550912296573,14.276238302138658,Survey 1
No,13.209400263526158,0.15668806076916342,12.902297307611175,13.516503219441141,Survey 2
No,13.307741661492479,0.15788057148342766,12.998301427526359,13.617181895458598,Survey 3
